SK|RESULT_CACHE|RESULT_CACHE_TS
18161|The total sales in the Year to Date timeframe in the FLORAL HBC departments is $105,997,430|2024-01-09 14:47:06.473858
18162|The total sales in the Year to Date timeframe in the SEAFOOD GM departments is $107,404,054|2024-01-09 14:47:06.568524
18163|The total sales in the Year to Date timeframe in the SEAFOOD PRODUCE departments is $344,459,075|2024-01-09 14:47:06.673692
18164|The total sales in the Year to Date timeframe in the SEAFOOD DELI departments is $238,883,671|2024-01-09 14:47:06.789231
18165|The total sales in the Year to Date timeframe in the SEAFOOD BAKERY departments is $138,621,235|2024-01-09 14:47:06.868570
18166|The total sales in the Year to Date timeframe in the SEAFOOD MEAT departments is $345,982,913|2024-01-09 14:47:06.981668
18167|The total sales in the Year to Date timeframe in the SEAFOOD GROCERY departments is $1,338,678,924|2024-01-09 14:47:07.089315
18168|The total sales in the Year to Date timeframe in the SEAFOOD PHARMACY departments is $365,946,187|2024-01-09 14:47:07.182110
18169|The total sales in the Year to Date timeframe in the SEAFOOD HBC departments is $144,617,886|2024-01-09 14:47:07.259230
18170|The total sales in the Year to Date timeframe in the GM PRODUCE departments is $316,449,465|2024-01-09 14:47:07.352579
18171|The total sales in the Year to Date timeframe in the GM DELI departments is $210,874,060|2024-01-09 14:47:07.474164
18172|The total sales in the Year to Date timeframe in the GM BAKERY departments is $110,611,625|2024-01-09 14:47:07.598569
18173|The total sales in the Year to Date timeframe in the GM MEAT departments is $317,973,302|2024-01-09 14:47:07.771759
18174|The total sales in the Year to Date timeframe in the GM GROCERY departments is $1,310,669,314|2024-01-09 14:47:07.945974
18175|The total sales in the Year to Date timeframe in the GM PHARMACY departments is $337,936,576|2024-01-09 14:47:08.031586
18176|The total sales in the Year to Date timeframe in the GM HBC departments is $116,608,275|2024-01-09 14:47:08.126965
18177|The total sales in the Year to Date timeframe in the PRODUCE DELI departments is $447,929,081|2024-01-09 14:47:08.220372
18178|The total sales in the Year to Date timeframe in the PRODUCE BAKERY departments is $347,666,646|2024-01-09 14:47:08.362389
18179|The total sales in the Year to Date timeframe in the PRODUCE MEAT departments is $555,028,323|2024-01-09 14:47:08.456196
18180|The total sales in the Year to Date timeframe in the PRODUCE GROCERY departments is $1,547,724,335|2024-01-09 14:47:08.544775
18181|The total sales in the Year to Date timeframe in the PRODUCE PHARMACY departments is $574,991,597|2024-01-09 14:47:08.629467
18182|The total sales in the Year to Date timeframe in the PRODUCE HBC departments is $353,663,296|2024-01-09 14:47:08.730164
18183|The total sales in the Year to Date timeframe in the DELI BAKERY departments is $242,091,241|2024-01-09 14:47:08.816040
18184|The total sales in the Year to Date timeframe in the DELI MEAT departments is $449,452,919|2024-01-09 14:47:08.921360
18185|The total sales in the Year to Date timeframe in the DELI GROCERY departments is $1,442,148,930|2024-01-09 14:47:09.015338
18186|The total sales in the Year to Date timeframe in the DELI PHARMACY departments is $469,416,193|2024-01-09 14:47:09.170093
18187|The total sales in the Year to Date timeframe in the DELI HBC departments is $248,087,892|2024-01-09 14:47:09.266800
18188|The total sales in the Year to Date timeframe in the BAKERY MEAT departments is $349,190,483|2024-01-09 14:47:09.625148
18189|The total sales in the Year to Date timeframe in the BAKERY GROCERY departments is $1,341,886,495|2024-01-09 14:47:09.719487
18190|The total sales in the Year to Date timeframe in the BAKERY PHARMACY departments is $369,153,757|2024-01-09 14:47:09.814005
18191|The total sales in the Year to Date timeframe in the BAKERY HBC departments is $147,825,456|2024-01-09 14:47:09.955218
18192|The total sales in the Year to Date timeframe in the MEAT GROCERY departments is $1,549,248,172|2024-01-09 14:47:10.057682
18193|The total sales in the Year to Date timeframe in the MEAT PHARMACY departments is $576,515,435|2024-01-09 14:47:10.137968
18194|The total sales in the Year to Date timeframe in the MEAT HBC departments is $355,187,134|2024-01-09 14:47:10.247950
18195|The total sales in the Year to Date timeframe in the GROCERY PHARMACY departments is $1,569,211,446|2024-01-09 14:47:10.358013
18196|The total sales in the Year to Date timeframe in the GROCERY HBC departments is $1,347,883,146|2024-01-09 14:47:10.438099
18197|The total sales in the Year to Date timeframe in the PHARMACY HBC departments is $375,150,408|2024-01-09 14:47:10.532425
18198|The total sales in the Week To Date timeframe in the FLORAL SEAFOOD departments is $243,113|2024-01-09 14:47:11.082402
18199|The total sales in the Week To Date timeframe in the FLORAL GM departments is $165,554|2024-01-09 14:47:11.268010
18200|The total sales in the Week To Date timeframe in the FLORAL PRODUCE departments is $1,054,666|2024-01-09 14:47:11.469763
18201|The total sales in the Week To Date timeframe in the FLORAL DELI departments is $646,993|2024-01-09 14:47:11.715511
18202|The total sales in the Week To Date timeframe in the FLORAL BAKERY departments is $269,392|2024-01-09 14:47:11.993002
18203|The total sales in the Week To Date timeframe in the FLORAL MEAT departments is $1,001,201|2024-01-09 14:47:12.161190
18204|The total sales in the Week To Date timeframe in the FLORAL GROCERY departments is $4,734,492|2024-01-09 14:47:12.343377
18205|The total sales in the Week To Date timeframe in the FLORAL PHARMACY departments is $1,664,753|2024-01-09 14:47:12.607319
18206|The total sales in the Week To Date timeframe in the FLORAL HBC departments is $367,032|2024-01-09 14:47:12.773037
18207|The total sales in the Week To Date timeframe in the SEAFOOD GM departments is $306,099|2024-01-09 14:47:13.025825
18208|The total sales in the Week To Date timeframe in the SEAFOOD PRODUCE departments is $1,195,211|2024-01-09 14:47:13.322554
18209|The total sales in the Week To Date timeframe in the SEAFOOD DELI departments is $787,539|2024-01-09 14:47:13.528516
18210|The total sales in the Week To Date timeframe in the SEAFOOD BAKERY departments is $409,937|2024-01-09 14:47:13.720762
18211|The total sales in the Week To Date timeframe in the SEAFOOD MEAT departments is $1,141,746|2024-01-09 14:47:14.028461
18212|The total sales in the Week To Date timeframe in the SEAFOOD GROCERY departments is $4,875,037|2024-01-09 14:47:14.286401
18213|The total sales in the Week To Date timeframe in the SEAFOOD PHARMACY departments is $1,805,298|2024-01-09 14:47:14.548261
18214|The total sales in the Week To Date timeframe in the SEAFOOD HBC departments is $507,577|2024-01-09 14:47:14.755383
18215|The total sales in the Week To Date timeframe in the GM PRODUCE departments is $1,117,652|2024-01-09 14:47:14.969966
18216|The total sales in the Week To Date timeframe in the GM DELI departments is $709,979|2024-01-09 14:47:15.161012
18217|The total sales in the Week To Date timeframe in the GM BAKERY departments is $332,378|2024-01-09 14:47:15.336029
18218|The total sales in the Week To Date timeframe in the GM MEAT departments is $1,064,187|2024-01-09 14:47:15.579488
18219|The total sales in the Week To Date timeframe in the GM GROCERY departments is $4,797,478|2024-01-09 14:47:15.769103
18220|The total sales in the Week To Date timeframe in the GM PHARMACY departments is $1,727,739|2024-01-09 14:47:15.943115
18221|The total sales in the Week To Date timeframe in the GM HBC departments is $430,018|2024-01-09 14:47:16.117638
18222|The total sales in the Week To Date timeframe in the PRODUCE DELI departments is $1,599,091|2024-01-09 14:47:16.384228
18223|The total sales in the Week To Date timeframe in the PRODUCE BAKERY departments is $1,221,490|2024-01-09 14:47:16.590076
18224|The total sales in the Week To Date timeframe in the PRODUCE MEAT departments is $1,953,299|2024-01-09 14:47:16.810330
18225|The total sales in the Week To Date timeframe in the PRODUCE GROCERY departments is $5,686,590|2024-01-09 14:47:16.985901
18226|The total sales in the Week To Date timeframe in the PRODUCE PHARMACY departments is $2,616,851|2024-01-09 14:47:17.148581
18227|The total sales in the Week To Date timeframe in the PRODUCE HBC departments is $1,319,130|2024-01-09 14:47:17.420676
18228|The total sales in the Week To Date timeframe in the DELI BAKERY departments is $813,817|2024-01-09 14:47:17.594950
18229|The total sales in the Week To Date timeframe in the DELI MEAT departments is $1,545,626|2024-01-09 14:47:17.770003
18230|The total sales in the Week To Date timeframe in the DELI GROCERY departments is $5,278,917|2024-01-09 14:47:18.044538
18231|The total sales in the Week To Date timeframe in the DELI PHARMACY departments is $2,209,178|2024-01-09 14:47:18.232628
18232|The total sales in the Week To Date timeframe in the DELI HBC departments is $911,458|2024-01-09 14:47:18.405069
18233|The total sales in the Week To Date timeframe in the BAKERY MEAT departments is $1,168,024|2024-01-09 14:47:18.637013
18234|The total sales in the Week To Date timeframe in the BAKERY GROCERY departments is $4,901,315|2024-01-09 14:47:18.812029
18235|The total sales in the Week To Date timeframe in the BAKERY PHARMACY departments is $1,831,576|2024-01-09 14:47:19.050527
18236|The total sales in the Week To Date timeframe in the BAKERY HBC departments is $533,856|2024-01-09 14:47:19.261240
18237|The total sales in the Week To Date timeframe in the MEAT GROCERY departments is $5,633,124|2024-01-09 14:47:19.464262
18238|The total sales in the Week To Date timeframe in the MEAT PHARMACY departments is $2,563,386|2024-01-09 14:47:19.641238
18239|The total sales in the Week To Date timeframe in the MEAT HBC departments is $1,265,665|2024-01-09 14:47:19.830684
18240|The total sales in the Week To Date timeframe in the GROCERY PHARMACY departments is $6,296,676|2024-01-09 14:47:20.387994
18241|The total sales in the Week To Date timeframe in the GROCERY HBC departments is $4,998,956|2024-01-09 14:47:20.919059
18242|The total sales in the Week To Date timeframe in the PHARMACY HBC departments is $1,929,217|2024-01-09 14:47:21.411158
18243|The total sales in the Week To Date timeframe in the FLORAL SEAFOOD departments is $243,113|2024-01-09 14:47:21.504388
18244|The total sales in the Week To Date timeframe in the FLORAL GM departments is $165,554|2024-01-09 14:47:21.598796
18245|The total sales in the Week To Date timeframe in the FLORAL PRODUCE departments is $1,054,666|2024-01-09 14:47:21.677942
18246|The total sales in the Week To Date timeframe in the FLORAL DELI departments is $646,993|2024-01-09 14:47:21.782204
18247|The total sales in the Week To Date timeframe in the FLORAL BAKERY departments is $269,392|2024-01-09 14:47:21.860524
18248|The total sales in the Week To Date timeframe in the FLORAL MEAT departments is $1,001,201|2024-01-09 14:47:21.954900
18249|The total sales in the Week To Date timeframe in the FLORAL GROCERY departments is $4,734,492|2024-01-09 14:47:22.050921
18250|The total sales in the Week To Date timeframe in the FLORAL PHARMACY departments is $1,664,753|2024-01-09 14:47:22.137317
18251|The total sales in the Week To Date timeframe in the FLORAL HBC departments is $367,032|2024-01-09 14:47:22.224452
18252|The total sales in the Week To Date timeframe in the SEAFOOD GM departments is $306,099|2024-01-09 14:47:22.368017
18253|The total sales in the Week To Date timeframe in the SEAFOOD PRODUCE departments is $1,195,211|2024-01-09 14:47:22.447022
18254|The total sales in the Week To Date timeframe in the SEAFOOD DELI departments is $787,539|2024-01-09 14:47:22.541898
18255|The total sales in the Week To Date timeframe in the SEAFOOD BAKERY departments is $409,937|2024-01-09 14:47:22.636524
18256|The total sales in the Week To Date timeframe in the SEAFOOD MEAT departments is $1,141,746|2024-01-09 14:47:22.731385
18257|The total sales in the Week To Date timeframe in the SEAFOOD GROCERY departments is $4,875,037|2024-01-09 14:47:22.813419
18258|The total sales in the Week To Date timeframe in the SEAFOOD PHARMACY departments is $1,805,298|2024-01-09 14:47:22.901132
18259|The total sales in the Week To Date timeframe in the SEAFOOD HBC departments is $507,577|2024-01-09 14:47:22.993832
18260|The total sales in the Week To Date timeframe in the GM PRODUCE departments is $1,117,652|2024-01-09 14:47:23.089195
18261|The total sales in the Week To Date timeframe in the GM DELI departments is $709,979|2024-01-09 14:47:23.184072
18262|The total sales in the Week To Date timeframe in the GM BAKERY departments is $332,378|2024-01-09 14:47:23.263389
18263|The total sales in the Week To Date timeframe in the GM MEAT departments is $1,064,187|2024-01-09 14:47:23.358651
18264|The total sales in the Week To Date timeframe in the GM GROCERY departments is $4,797,478|2024-01-09 14:47:23.445021
18265|The total sales in the Week To Date timeframe in the GM PHARMACY departments is $1,727,739|2024-01-09 14:47:23.604563
18266|The total sales in the Week To Date timeframe in the GM HBC departments is $430,018|2024-01-09 14:47:23.683669
18267|The total sales in the Week To Date timeframe in the PRODUCE DELI departments is $1,599,091|2024-01-09 14:47:23.777801
18268|The total sales in the Week To Date timeframe in the PRODUCE BAKERY departments is $1,221,490|2024-01-09 14:47:23.900880
18269|The total sales in the Week To Date timeframe in the PRODUCE MEAT departments is $1,953,299|2024-01-09 14:47:23.988394
18270|The total sales in the Week To Date timeframe in the PRODUCE GROCERY departments is $5,686,590|2024-01-09 14:47:24.099099
18271|The total sales in the Week To Date timeframe in the PRODUCE PHARMACY departments is $2,616,851|2024-01-09 14:47:24.194174
18272|The total sales in the Week To Date timeframe in the PRODUCE HBC departments is $1,319,130|2024-01-09 14:47:24.289257
18273|The total sales in the Week To Date timeframe in the DELI BAKERY departments is $813,817|2024-01-09 14:47:24.402221
18274|The total sales in the Week To Date timeframe in the DELI MEAT departments is $1,545,626|2024-01-09 14:47:24.578088
18275|The total sales in the Week To Date timeframe in the DELI GROCERY departments is $5,278,917|2024-01-09 14:47:24.672673
18276|The total sales in the Week To Date timeframe in the DELI PHARMACY departments is $2,209,178|2024-01-09 14:47:24.767172
18277|The total sales in the Week To Date timeframe in the DELI HBC departments is $911,458|2024-01-09 14:47:24.877375
18278|The total sales in the Week To Date timeframe in the BAKERY MEAT departments is $1,168,024|2024-01-09 14:47:24.957244
18279|The total sales in the Week To Date timeframe in the BAKERY GROCERY departments is $4,901,315|2024-01-09 14:47:25.090989
18280|The total sales in the Week To Date timeframe in the BAKERY PHARMACY departments is $1,831,576|2024-01-09 14:47:25.186547
18281|The total sales in the Week To Date timeframe in the BAKERY HBC departments is $533,856|2024-01-09 14:47:25.288214
18282|The total sales in the Week To Date timeframe in the MEAT GROCERY departments is $5,633,124|2024-01-09 14:47:25.380768
18283|The total sales in the Week To Date timeframe in the MEAT PHARMACY departments is $2,563,386|2024-01-09 14:47:25.494783
18284|The total sales in the Week To Date timeframe in the MEAT HBC departments is $1,265,665|2024-01-09 14:47:25.588691
18285|The total sales in the Week To Date timeframe in the GROCERY PHARMACY departments is $6,296,676|2024-01-09 14:47:25.808914
18286|The total sales in the Week To Date timeframe in the GROCERY HBC departments is $4,998,956|2024-01-09 14:47:25.925122
18287|The total sales in the Week To Date timeframe in the PHARMACY HBC departments is $1,929,217|2024-01-09 14:47:26.030950
18288|The total sales in the Rolling 13 Periods timeframe in the FLORAL SEAFOOD departments is $140,746,176|2024-01-09 14:47:26.494495
18289|The total sales in the Rolling 13 Periods timeframe in the FLORAL GM departments is $101,683,857|2024-01-09 14:47:26.739557
18290|The total sales in the Rolling 13 Periods timeframe in the FLORAL PRODUCE departments is $446,301,717|2024-01-09 14:47:26.928568
18291|The total sales in the Rolling 13 Periods timeframe in the FLORAL DELI departments is $288,064,908|2024-01-09 14:47:27.151649
18292|The total sales in the Rolling 13 Periods timeframe in the FLORAL BAKERY departments is $145,648,053|2024-01-09 14:47:27.331726
18293|The total sales in the Rolling 13 Periods timeframe in the FLORAL MEAT departments is $449,404,902|2024-01-09 14:47:27.554691
18294|The total sales in the Rolling 13 Periods timeframe in the FLORAL GROCERY departments is $1,890,702,753|2024-01-09 14:47:27.763702
18295|The total sales in the Rolling 13 Periods timeframe in the FLORAL PHARMACY departments is $471,345,074|2024-01-09 14:47:27.986100
18296|The total sales in the Rolling 13 Periods timeframe in the FLORAL HBC departments is $156,490,653|2024-01-09 14:47:28.263826
18297|The total sales in the Rolling 13 Periods timeframe in the SEAFOOD GM departments is $154,764,890|2024-01-09 14:47:28.486386
18298|The total sales in the Rolling 13 Periods timeframe in the SEAFOOD PRODUCE departments is $499,382,750|2024-01-09 14:47:28.660445
18299|The total sales in the Rolling 13 Periods timeframe in the SEAFOOD DELI departments is $341,145,941|2024-01-09 14:47:28.842765
18300|The total sales in the Rolling 13 Periods timeframe in the SEAFOOD BAKERY departments is $198,729,086|2024-01-09 14:47:29.016612
18301|The total sales in the Rolling 13 Periods timeframe in the SEAFOOD MEAT departments is $502,485,935|2024-01-09 14:47:29.230217
18302|The total sales in the Rolling 13 Periods timeframe in the SEAFOOD GROCERY departments is $1,943,783,786|2024-01-09 14:47:29.409414
18303|The total sales in the Rolling 13 Periods timeframe in the SEAFOOD PHARMACY departments is $524,426,107|2024-01-09 14:47:29.576748
18304|The total sales in the Rolling 13 Periods timeframe in the SEAFOOD HBC departments is $209,571,686|2024-01-09 14:47:29.809348
18305|The total sales in the Rolling 13 Periods timeframe in the GM PRODUCE departments is $460,320,432|2024-01-09 14:47:30.010827
18306|The total sales in the Rolling 13 Periods timeframe in the GM DELI departments is $302,083,623|2024-01-09 14:47:30.321289
18307|The total sales in the Rolling 13 Periods timeframe in the GM BAKERY departments is $159,666,767|2024-01-09 14:47:30.520460
18308|The total sales in the Rolling 13 Periods timeframe in the GM MEAT departments is $463,423,616|2024-01-09 14:47:30.838138
18309|The total sales in the Rolling 13 Periods timeframe in the GM GROCERY departments is $1,904,721,467|2024-01-09 14:47:31.026836
18310|The total sales in the Rolling 13 Periods timeframe in the GM PHARMACY departments is $485,363,788|2024-01-09 14:47:31.250788
18311|The total sales in the Rolling 13 Periods timeframe in the GM HBC departments is $170,509,367|2024-01-09 14:47:31.538680
18312|The total sales in the Rolling 13 Periods timeframe in the PRODUCE DELI departments is $646,701,483|2024-01-09 14:47:31.748419
18313|The total sales in the Rolling 13 Periods timeframe in the PRODUCE BAKERY departments is $504,284,627|2024-01-09 14:47:32.063274
18314|The total sales in the Rolling 13 Periods timeframe in the PRODUCE MEAT departments is $808,041,476|2024-01-09 14:47:32.370242
18315|The total sales in the Rolling 13 Periods timeframe in the PRODUCE GROCERY departments is $2,249,339,327|2024-01-09 14:47:32.567775
18316|The total sales in the Rolling 13 Periods timeframe in the PRODUCE PHARMACY departments is $829,981,648|2024-01-09 14:47:32.779695
18317|The total sales in the Rolling 13 Periods timeframe in the PRODUCE HBC departments is $515,127,227|2024-01-09 14:47:32.982998
18318|The total sales in the Rolling 13 Periods timeframe in the DELI BAKERY departments is $346,047,818|2024-01-09 14:47:33.186352
18319|The total sales in the Rolling 13 Periods timeframe in the DELI MEAT departments is $649,804,667|2024-01-09 14:47:33.360652
18320|The total sales in the Rolling 13 Periods timeframe in the DELI GROCERY departments is $2,091,102,518|2024-01-09 14:47:33.591214
18321|The total sales in the Rolling 13 Periods timeframe in the DELI PHARMACY departments is $671,744,839|2024-01-09 14:47:33.801855
18322|The total sales in the Rolling 13 Periods timeframe in the DELI HBC departments is $356,890,418|2024-01-09 14:47:34.008722
18323|The total sales in the Rolling 13 Periods timeframe in the BAKERY MEAT departments is $507,387,812|2024-01-09 14:47:34.198733
18324|The total sales in the Rolling 13 Periods timeframe in the BAKERY GROCERY departments is $1,948,685,663|2024-01-09 14:47:34.392105
18325|The total sales in the Rolling 13 Periods timeframe in the BAKERY PHARMACY departments is $529,327,984|2024-01-09 14:47:34.620091
18326|The total sales in the Rolling 13 Periods timeframe in the BAKERY HBC departments is $214,473,563|2024-01-09 14:47:34.793781
18327|The total sales in the Rolling 13 Periods timeframe in the MEAT GROCERY departments is $2,252,442,512|2024-01-09 14:47:35.034370
18328|The total sales in the Rolling 13 Periods timeframe in the MEAT PHARMACY departments is $833,084,833|2024-01-09 14:47:35.243843
18329|The total sales in the Rolling 13 Periods timeframe in the MEAT HBC departments is $518,230,412|2024-01-09 14:47:35.543440
18330|The total sales in the Rolling 13 Periods timeframe in the GROCERY PHARMACY departments is $2,274,382,683|2024-01-09 14:47:35.748619
18331|The total sales in the Rolling 13 Periods timeframe in the GROCERY HBC departments is $1,959,528,263|2024-01-09 14:47:35.938405
18332|The total sales in the Rolling 13 Periods timeframe in the PHARMACY HBC departments is $540,170,584|2024-01-09 14:47:36.127104
18333|The total sales in the Last Complete Year timeframe for the EASTERN PARKWAY store is $33,311,526|2024-01-09 14:47:36.540230
18334|The total sales in the Last Complete Year timeframe for the BRUNSWICK store is $43,252,705|2024-01-09 14:47:36.772735
18335|The total sales in the Last Complete Year timeframe for the LINCOLN store is $11,292,241|2024-01-09 14:47:36.977603
18336|No results|2024-01-09 14:47:37.276081
18337|No results|2024-01-09 14:47:37.476397
18338|No results|2024-01-09 14:47:37.668077
18339|No results|2024-01-09 14:47:37.876735
18340|The total sales in the Last Complete Year timeframe for the JOHNSTOWN store is $32,544,276|2024-01-09 14:47:38.103808
18341|No results|2024-01-09 14:47:38.389944
18342|No results|2024-01-09 14:47:38.615073
18343|The total sales in the Last Complete Year timeframe for the MADISON AVE store is $18,121,440|2024-01-09 14:47:38.803963
18344|The total sales in the Last Complete Year timeframe for the WEST CARTHAGE store is $15,435,866|2024-01-09 14:47:39.018712
18345|The total sales in the Last Complete Year timeframe for the GENESEE STREET store is $26,230,296|2024-01-09 14:47:39.227483
18346|The total sales in the Last Complete Year timeframe for the HAMILTON SQUARE store is $30,484,103|2024-01-09 14:47:39.393939
18347|The total sales in the Last Complete Year timeframe for the POTSDAM store is $19,415,278|2024-01-09 14:47:39.633460
18348|The total sales in the Last Complete Year timeframe for the OGDENSBURG store is $28,088,959|2024-01-09 14:47:39.856254
18349|The total sales in the Last Complete Year timeframe for the MASSENA store is $17,582,229|2024-01-09 14:47:40.158412
18350|The total sales in the Last Complete Year timeframe for the COHOES store is $7,333,856|2024-01-09 14:47:40.341057
18351|The total sales in the Last Complete Year timeframe for the GOUVERNEUR store is $18,994,329|2024-01-09 14:47:40.566865
18352|The total sales in the Last Complete Year timeframe for the GLENVILLE store is $45,338,954|2024-01-09 14:47:40.766935
18353|The total sales in the Last Complete Year timeframe for the WILTON store is $48,476,573|2024-01-09 14:47:41.075037
18354|The total sales in the Last Complete Year timeframe for the GLEN STREET store is $49,656,054|2024-01-09 14:47:41.282455
18355|The total sales in the Last Complete Year timeframe for the CATSKILL store is $30,182,139|2024-01-09 14:47:41.473167
18356|The total sales in the Last Complete Year timeframe for the NORTH UTICA store is $23,291,890|2024-01-09 14:47:41.790619
18357|The total sales in the Last Complete Year timeframe for the DELAWARE AVE store is $16,113,914|2024-01-09 14:47:41.991313
18358|The total sales in the Last Complete Year timeframe for the CANTON store is $23,437,673|2024-01-09 14:47:42.191724
18359|No results|2024-01-09 14:47:42.375049
18360|The total sales in the Last Complete Year timeframe for the MECHANICVILLE store is $22,986,247|2024-01-09 14:47:42.605189
18361|The total sales in the Last Complete Year timeframe for the WATERTOWN store is $29,108,495|2024-01-09 14:47:42.824474
18362|The total sales in the Last Complete Year timeframe for the EAST GREENBUSH store is $38,160,022|2024-01-09 14:47:43.123963
18363|The total sales in the Last Complete Year timeframe for the CLIFTON SHOPPERS WORLD store is $60,941,478|2024-01-09 14:47:43.330000
18364|The total sales in the Last Complete Year timeframe for the MIDDLETOWN store is $22,199,243|2024-01-09 14:47:43.624396
18365|The total sales in the Last Complete Year timeframe for the COBLESKILL store is $35,596,492|2024-01-09 14:47:43.812547
18366|The total sales in the Last Complete Year timeframe for the WEST RUTLAND store is $15,973,315|2024-01-09 14:47:44.043357
18367|The total sales in the Last Complete Year timeframe for the BARRE store is $33,433,311|2024-01-09 14:47:44.248656
18368|The total sales in the Last Complete Year timeframe for the MANCHESTER, VT store is $10,133,851|2024-01-09 14:47:44.549008
18369|The total sales in the Last Complete Year timeframe for the ST. ALBANS store is $29,664,857|2024-01-09 14:47:44.760530
18370|The total sales in the Last Complete Year timeframe for the POUGHKEEPSIE store is $23,691,162|2024-01-09 14:47:44.955054
18371|The total sales in the Last Complete Year timeframe for the ENDICOTT store is $30,926,922|2024-01-09 14:47:45.154428
18372|The total sales in the Last Complete Year timeframe for the RUTLAND PLAZA store is $45,118,208|2024-01-09 14:47:45.333272
18373|No results|2024-01-09 14:47:45.572879
18374|The total sales in the Last Complete Year timeframe for the WESTGATE store is $18,744,398|2024-01-09 14:47:45.865445
18375|The total sales in the Last Complete Year timeframe for the ONEONTA store is $29,305,656|2024-01-09 14:47:46.054297
18376|The total sales in the Last Complete Year timeframe for the O''NEILL HIGHWAY store is $37,752,805|2024-01-09 14:47:46.304391
18377|The total sales in the Last Complete Year timeframe for the BRATTLEBORO store is $25,379,276|2024-01-09 14:47:46.606218
18378|The total sales in the Last Complete Year timeframe for the MORRISVILLE store is $26,099,042|2024-01-09 14:47:46.806511
18379|The total sales in the Last Complete Year timeframe for the MARKET BISTRO store is $71,262,892|2024-01-09 14:47:47.010746
18380|The total sales in the Last Complete Year timeframe for the AMSTERDAM store is $36,249,986|2024-01-09 14:47:47.218197
18381|The total sales in the Last Complete Year timeframe for the PITTSFIELD store is $72,240,553|2024-01-09 14:47:47.390716
18382|The total sales in the Last Complete Year timeframe for the ST. JOHNSBURY store is $31,700,644|2024-01-09 14:47:47.628041
18383|The total sales in the Last Complete Year timeframe for the VAILS GATE store is $16,720,978|2024-01-09 14:47:47.834174
18384|The total sales in the Last Complete Year timeframe for the PARK AVENUE store is $19,020,204|2024-01-09 14:47:48.024621
18385|The total sales in the Last Complete Year timeframe for the SPENCER store is $13,581,957|2024-01-09 14:47:48.247923
18386|The total sales in the Last Complete Year timeframe for the SUNDERLAND ROAD store is $12,104,898|2024-01-09 14:47:48.445926
18387|The total sales in the Last Complete Year timeframe for the GT. BARRINGTON store is $23,834,870|2024-01-09 14:47:48.637462
18388|The total sales in the Last Complete Year timeframe for the TORRINGTON store is $45,083,309|2024-01-09 14:47:48.840064
18389|The total sales in the Last Complete Year timeframe for the GRANVILLE store is $28,748,498|2024-01-09 14:47:49.061104
18390|The total sales in the Last Complete Year timeframe for the ROUTE 50 store is $47,636,786|2024-01-09 14:47:49.368996
18391|The total sales in the Last Complete Year timeframe for the BETHLEHEM store is $51,268,291|2024-01-09 14:47:49.676282
18392|The total sales in the Last Complete Year timeframe for the WORCESTER FAIR store is $19,271,549|2024-01-09 14:47:50.073267
18393|The total sales in the Last Complete Year timeframe for the NORWICH store is $28,807,119|2024-01-09 14:47:50.590263
18394|The total sales in the Last Complete Year timeframe for the MARLBOROUGH store is $36,146,080|2024-01-09 14:47:51.104819
18395|The total sales in the Last Complete Year timeframe for the PALATINE BRIDGE store is $27,073,548|2024-01-09 14:47:51.622290
18396|The total sales in the Last Complete Year timeframe for the SHELBURNE ROAD store is $48,715,978|2024-01-09 14:47:52.030032
18397|The total sales in the Last Complete Year timeframe for the MALONE store is $20,959,423|2024-01-09 14:47:52.331086
18398|The total sales in the Last Complete Year timeframe for the WEST LEBANON store is $27,890,441|2024-01-09 14:47:52.522611
18399|The total sales in the Last Complete Year timeframe for the PLATTSBURGH store is $48,062,043|2024-01-09 14:47:52.736001
18400|The total sales in the Last Complete Year timeframe for the TAYLOR store is $16,906,803|2024-01-09 14:47:53.052991
18401|The total sales in the Last Complete Year timeframe for the LAKE GEORGE store is $4,407,694|2024-01-09 14:47:53.361037
18402|The total sales in the Last Complete Year timeframe for the BENNINGTON store is $31,294,243|2024-01-09 14:47:53.671184
18403|The total sales in the Last Complete Year timeframe for the ERIE BLVD. store is $36,668,951|2024-01-09 14:47:53.844946
18404|The total sales in the Last Complete Year timeframe for the WYOMING store is $23,915,747|2024-01-09 14:47:54.170178
18405|The total sales in the Last Complete Year timeframe for the WESTERN LIGHTS store is $25,318,055|2024-01-09 14:47:54.406385
18406|The total sales in the Last Complete Year timeframe for the ALTAMONT AVENUE store is $51,081,237|2024-01-09 14:47:54.687201
18407|The total sales in the Last Complete Year timeframe for the WINDSOR  VT store is $9,138,752|2024-01-09 14:47:54.882818
18408|The total sales in the Last Complete Year timeframe for the CORTLAND store is $27,694,795|2024-01-09 14:47:55.416382
18409|The total sales in the Last Complete Year timeframe for the MAIN AND CAMBRIDGE store is $21,642,776|2024-01-09 14:47:55.715052
18410|The total sales in the Last Complete Year timeframe for the LAKE PLACID store is $19,322,006|2024-01-09 14:47:55.918845
18411|The total sales in the Last Complete Year timeframe for the HUDSON VALLEY PLAZA store is $26,715,550|2024-01-09 14:47:56.139873
18412|The total sales in the Last Complete Year timeframe for the CLAY store is $18,272,701|2024-01-09 14:47:56.343402
18413|The total sales in the Last Complete Year timeframe for the GUILDERLAND store is $27,900,913|2024-01-09 14:47:56.645415
18414|The total sales in the Last Complete Year timeframe for the MALTA store is $46,852,016|2024-01-09 14:47:56.840565
