SK|RESULT_CACHE|RESULT_CACHE_TS
2229|The total sales opportunity for COSMETICS products in PA is $67,258. The top department is FRAGANCE with $34,784 of opportunity, and the top category is Fragrance with $38,030 of opportunity.|2023-08-30 17:55:18.971799
2230|The total sales opportunity for COSMETICS products in TN is $14,119. The top department is TREATMENT with $9,357 of opportunity, and the top category is Treatment with $5,449 of opportunity.|2023-08-30 17:55:19.150973
2231|The total sales opportunity for COSMETICS products in TX is $139,237. The top department is TREATMENT with $68,127 of opportunity, and the top category is Fragrance with $92,825 of opportunity.|2023-08-30 17:55:19.261448
2232|The total sales opportunity for COSMETICS products in WA is $24,225. The top department is TREATMENT with $15,493 of opportunity, and the top category is Fragrance with $8,499 of opportunity.|2023-08-30 17:55:20.083751
2233|The total sales opportunity for COSMETICS products in WV is $488. The top department is TREATMENT with $257 of opportunity, and the top category is Fragrance with $291 of opportunity.|2023-08-30 17:55:20.210913
2234|The total sales opportunity for COSMETICS products in WY is $15,052. The top department is TREATMENT with $14,241 of opportunity, and the top category is Treatment with $8,668 of opportunity.|2023-08-30 17:55:20.319035
2235|The total sales opportunity for ACCESSORIES products in AL is $60,757. The top department is ACCESSORIES with $22,548 of opportunity, and the top category is Handbags with $9,510 of opportunity.|2023-08-30 17:55:20.443730
2236|The total sales opportunity for ACCESSORIES products in AZ is $4,468. The top department is ACCESSORIES with $4,264 of opportunity, and the top category is Pets with $1,824 of opportunity.|2023-08-30 17:55:20.554707
2237|The total sales opportunity for ACCESSORIES products in CA is $36,394. The top department is HANDBAGS with $16,021 of opportunity, and the top category is Handbags with $12,587 of opportunity.|2023-08-30 17:55:20.664618
2238|The total sales opportunity for ACCESSORIES products in CT is $1,613. The top department is ACCESSORIES with $961 of opportunity, and the top category is Legwear with $431 of opportunity.|2023-08-30 17:55:21.253208
2239|The total sales opportunity for ACCESSORIES products in GA is $1,353. The top department is ACCESSORIES with $779 of opportunity, and the top category is Legwear with $376 of opportunity.|2023-08-30 17:55:21.365644
2240|The total sales opportunity for ACCESSORIES products in IL is $19,712. The top department is HANDBAGS with $11,706 of opportunity, and the top category is Handbags with $10,809 of opportunity.|2023-08-30 17:55:21.484817
2241|The total sales opportunity for ACCESSORIES products in IN is $1,288. The top department is ACCESSORIES with $843 of opportunity, and the top category is Legwear with $396 of opportunity.|2023-08-30 17:55:21.602743
2242|The total sales opportunity for ACCESSORIES products in LA is $79,865. The top department is ACCESSORIES with $35,937 of opportunity, and the top category is Handbags with $13,298 of opportunity.|2023-08-30 17:55:21.720233
2243|The total sales opportunity for ACCESSORIES products in MI is $13,350. The top department is ACCESSORIES with $4,662 of opportunity, and the top category is Handbags with $4,062 of opportunity.|2023-08-30 17:55:22.233339
2244|The total sales opportunity for ACCESSORIES products in NH is $51,652. The top department is HANDBAGS with $25,703 of opportunity, and the top category is Handbags with $24,152 of opportunity.|2023-08-30 17:55:22.343533
2245|The total sales opportunity for ACCESSORIES products in NJ is $28,766. The top department is ACCESSORIES with $14,051 of opportunity, and the top category is Pets with $5,421 of opportunity.|2023-08-30 17:55:22.469341
2246|The total sales opportunity for ACCESSORIES products in OR is $57,229. The top department is ACCESSORIES with $23,731 of opportunity, and the top category is Handbags with $7,170 of opportunity.|2023-08-30 17:55:22.577284
2247|The total sales opportunity for ACCESSORIES products in PA is $53,516. The top department is HANDBAGS with $23,729 of opportunity, and the top category is Handbags with $17,812 of opportunity.|2023-08-30 17:55:22.671799
2248|The total sales opportunity for ACCESSORIES products in TN is $19,937. The top department is JEWELRY with $8,457 of opportunity, and the top category is Handbags with $6,457 of opportunity.|2023-08-30 17:55:22.785622
2249|The total sales opportunity for ACCESSORIES products in TX is $202,614. The top department is HANDBAGS with $94,993 of opportunity, and the top category is Handbags with $76,693 of opportunity.|2023-08-30 17:55:22.915062
2250|The total sales opportunity for ACCESSORIES products in WA is $24,482. The top department is HANDBAGS with $9,013 of opportunity, and the top category is Handbags with $7,511 of opportunity.|2023-08-30 17:55:23.015300
2251|The total sales opportunity for ACCESSORIES products in WV is $1,493. The top department is ACCESSORIES with $783 of opportunity, and the top category is Legwear with $443 of opportunity.|2023-08-30 17:55:23.126203
2252|The total sales opportunity for ACCESSORIES products in WY is $21,820. The top department is HANDBAGS with $11,183 of opportunity, and the top category is Handbags with $9,946 of opportunity.|2023-08-30 17:55:23.252135
2253|The total sales opportunity for SHOES products in AL is $64,524. The top department is WOMENS SHOES with $53,400 of opportunity, and the top category is Casual Shoes with $17,761 of opportunity.|2023-08-30 17:55:23.346901
2254|The total sales opportunity for SHOES products in AZ is $4,815. The top department is WOMENS SHOES with $2,994 of opportunity, and the top category is Boots with $2,475 of opportunity.|2023-08-30 17:55:23.457089
2255|The total sales opportunity for SHOES products in CA is $54,571. The top department is WOMENS SHOES with $48,759 of opportunity, and the top category is Boots with $20,418 of opportunity.|2023-08-30 17:55:23.567229
2256|The total sales opportunity for SHOES products in CT is $745. The top department is WOMENS SHOES with $678 of opportunity, and the top category is Boots with $247 of opportunity.|2023-08-30 17:55:23.674225
2257|The total sales opportunity for SHOES products in GA is $557. The top department is WOMENS SHOES with $479 of opportunity, and the top category is Boots with $205 of opportunity.|2023-08-30 17:55:23.785334
2258|The total sales opportunity for SHOES products in IL is $33,275. The top department is WOMENS SHOES with $29,834 of opportunity, and the top category is Boots with $14,868 of opportunity.|2023-08-30 17:55:23.916718
2259|The total sales opportunity for SHOES products in IN is $639. The top department is WOMENS SHOES with $597 of opportunity, and the top category is Casual Shoes with $201 of opportunity.|2023-08-30 17:55:24.023666
2260|The total sales opportunity for SHOES products in LA is $70,792. The top department is WOMENS SHOES with $59,012 of opportunity, and the top category is Boots with $25,097 of opportunity.|2023-08-30 17:55:24.127888
2261|The total sales opportunity for SHOES products in MI is $21,225. The top department is WOMENS SHOES with $18,652 of opportunity, and the top category is Casual Shoes with $8,864 of opportunity.|2023-08-30 17:55:24.239848
2262|The total sales opportunity for SHOES products in NH is $95,369. The top department is WOMENS SHOES with $87,026 of opportunity, and the top category is Boots with $37,260 of opportunity.|2023-08-30 17:55:24.336111
2263|The total sales opportunity for SHOES products in NJ is $15,798. The top department is WOMENS SHOES with $13,757 of opportunity, and the top category is Sandals with $6,052 of opportunity.|2023-08-30 17:55:24.446570
2264|The total sales opportunity for SHOES products in OR is $56,422. The top department is WOMENS SHOES with $52,269 of opportunity, and the top category is Boots with $21,213 of opportunity.|2023-08-30 17:55:24.556874
2265|The total sales opportunity for SHOES products in PA is $54,200. The top department is WOMENS SHOES with $48,849 of opportunity, and the top category is Boots with $18,604 of opportunity.|2023-08-30 17:55:24.661726
2266|The total sales opportunity for SHOES products in TN is $19,702. The top department is WOMENS SHOES with $18,275 of opportunity, and the top category is Boots with $8,779 of opportunity.|2023-08-30 17:55:24.756624
2267|The total sales opportunity for SHOES products in TX is $304,004. The top department is WOMENS SHOES with $274,291 of opportunity, and the top category is Boots with $127,362 of opportunity.|2023-08-30 17:55:24.866801
2268|The total sales opportunity for SHOES products in WA is $31,512. The top department is WOMENS SHOES with $30,459 of opportunity, and the top category is Casual Shoes with $14,596 of opportunity.|2023-08-30 17:55:24.961511
2269|The total sales opportunity for SHOES products in WV is $1,070. The top department is WOMENS SHOES with $977 of opportunity, and the top category is Casual Shoes with $381 of opportunity.|2023-08-30 17:55:25.061800
2270|The total sales opportunity for SHOES products in WY is $23,174. The top department is WOMENS SHOES with $20,650 of opportunity, and the top category is Casual Shoes with $10,304 of opportunity.|2023-08-30 17:55:25.176846
2271|The total sales opportunity for HOME products in AL is $63,552. The top department is SOFT HOME with $54,817 of opportunity, and the top category is Basic Housewares with $10,413 of opportunity.|2023-08-30 17:55:25.526511
2272|The total sales opportunity for HOME products in AZ is $7,122. The top department is SOFT HOME with $5,716 of opportunity, and the top category is Kitchen Electrics with $2,966 of opportunity.|2023-08-30 17:55:25.636620
2273|The total sales opportunity for HOME products in CA is $13,822. The top department is SOFT HOME with $10,919 of opportunity, and the top category is Kitchen Electrics with $3,596 of opportunity.|2023-08-30 17:55:25.745200
2274|The total sales opportunity for HOME products in CT is $948. The top department is SOFT HOME with $608 of opportunity, and the top category is Home Decor with $190 of opportunity.|2023-08-30 17:55:25.858825
2275|The total sales opportunity for HOME products in GA is $951. The top department is SOFT HOME with $551 of opportunity, and the top category is Home Decor with $274 of opportunity.|2023-08-30 17:55:25.953015
2276|The total sales opportunity for HOME products in IL is $8,074. The top department is SOFT HOME with $6,155 of opportunity, and the top category is Home Decor with $1,182 of opportunity.|2023-08-30 17:55:26.062717
2277|The total sales opportunity for HOME products in IN is $875. The top department is SOFT HOME with $488 of opportunity, and the top category is Home Decor with $281 of opportunity.|2023-08-30 17:55:26.172752
2278|The total sales opportunity for HOME products in LA is $91,899. The top department is SOFT HOME with $67,489 of opportunity, and the top category is Home Decor with $12,574 of opportunity.|2023-08-30 17:55:26.277744
2279|The total sales opportunity for HOME products in MI is $14,001. The top department is SOFT HOME with $10,844 of opportunity, and the top category is Kitchen Electrics with $2,530 of opportunity.|2023-08-30 17:55:26.389978
2280|The total sales opportunity for HOME products in NH is $26,960. The top department is SOFT HOME with $22,240 of opportunity, and the top category is Kitchen Electrics with $6,322 of opportunity.|2023-08-30 17:55:26.499972
2281|The total sales opportunity for HOME products in NJ is $76,771. The top department is SOFT HOME with $54,643 of opportunity, and the top category is Basic Housewares with $12,603 of opportunity.|2023-08-30 17:55:26.609695
2282|The total sales opportunity for HOME products in OR is $67,036. The top department is SOFT HOME with $44,843 of opportunity, and the top category is Home Decor with $14,402 of opportunity.|2023-08-30 17:55:26.719846
2283|The total sales opportunity for HOME products in PA is $51,059. The top department is SOFT HOME with $36,504 of opportunity, and the top category is Home Decor with $8,787 of opportunity.|2023-08-30 17:55:26.843824
2284|The total sales opportunity for HOME products in TN is $27,578. The top department is SOFT HOME with $21,276 of opportunity, and the top category is Kitchen Electrics with $4,291 of opportunity.|2023-08-30 17:55:26.954117
2285|The total sales opportunity for HOME products in TX is $128,125. The top department is SOFT HOME with $98,250 of opportunity, and the top category is Tabletop with $24,081 of opportunity.|2023-08-30 17:55:27.053877
2286|The total sales opportunity for HOME products in WA is $17,527. The top department is SOFT HOME with $12,528 of opportunity, and the top category is Luggage with $3,958 of opportunity.|2023-08-30 17:55:27.164001
2287|The total sales opportunity for HOME products in WV is $1,010. The top department is SOFT HOME with $616 of opportunity, and the top category is Home Decor with $275 of opportunity.|2023-08-30 17:55:27.274616
2288|The total sales opportunity for HOME products in WY is $5,805. The top department is SOFT HOME with $3,937 of opportunity, and the top category is Tabletop with $1,175 of opportunity.|2023-08-30 17:55:27.375952
2289|The highest selling category in OTHER products in AL is Food & Drink with revenue of $22,874|2023-08-30 17:55:27.486100
2290|The highest selling category in OTHER products in AZ is Miscellaneous with revenue of $10,529|2023-08-30 17:55:27.580207
2291|The highest selling category in OTHER products in CA is Food & Drink with revenue of $7,659|2023-08-30 17:55:27.686623
2292|The highest selling category in OTHER products in CT is Food & Drink with revenue of $5,344|2023-08-30 17:55:27.782930
2293|The highest selling category in OTHER products in GA is Food & Drink with revenue of $8,653|2023-08-30 17:55:27.858041
2294|The highest selling category in OTHER products in IL is Food & Drink with revenue of $21,520|2023-08-30 17:55:27.961627
2295|The highest selling category in OTHER products in IN is Food & Drink with revenue of $9,619|2023-08-30 17:55:28.055844
2296|The highest selling category in OTHER products in LA is Food & Drink with revenue of $12,850|2023-08-30 17:55:28.166679
2297|The highest selling category in OTHER products in MI is Food & Drink with revenue of $11,639|2023-08-30 17:55:28.277185
2298|The highest selling category in OTHER products in NH is Treatment with revenue of $18,298|2023-08-30 17:55:28.379104
2299|The highest selling category in OTHER products in NJ is Food & Drink with revenue of $3,326|2023-08-30 17:55:28.491288
2300|The highest selling category in OTHER products in OR is Food & Drink with revenue of $16,862|2023-08-30 17:55:28.601626
2301|The highest selling category in OTHER products in PA is Food & Drink with revenue of $45,691|2023-08-30 17:55:28.698191
2302|The highest selling category in OTHER products in TN is Food & Drink with revenue of $5,563|2023-08-30 17:55:28.792576
2303|The highest selling category in OTHER products in TX is Food & Drink with revenue of $38,479|2023-08-30 17:55:28.929687
2304|The highest selling category in OTHER products in WA is Food & Drink with revenue of $22,337|2023-08-30 17:55:29.087218
2305|The highest selling category in OTHER products in WV is Food & Drink with revenue of $3,935|2023-08-30 17:55:29.197334
2306|The highest selling category in OTHER products in WY is Food & Drink with revenue of $7,962|2023-08-30 17:55:29.355105
2307|The highest selling category in MENS products in AL is Long Denim with revenue of $32,215|2023-08-30 17:55:29.461348
2308|The highest selling category in MENS products in AZ is Long Denim with revenue of $15,257|2023-08-30 17:55:29.571975
2309|The highest selling category in MENS products in CA is Knit Tops with revenue of $30,301|2023-08-30 17:55:29.681796
2310|The highest selling category in MENS products in CT is Long Pants with revenue of $18,561|2023-08-30 17:55:29.792324
2311|The highest selling category in MENS products in GA is Male Tailored with revenue of $19,243|2023-08-30 17:55:29.887664
2312|The highest selling category in MENS products in IL is Long Pants with revenue of $39,693|2023-08-30 17:55:29.994224
2313|The highest selling category in MENS products in IN is Sportswear-Fleece with revenue of $7,727|2023-08-30 17:55:30.088331
2314|The highest selling category in MENS products in LA is Long Pants with revenue of $25,572|2023-08-30 17:55:30.198558
2315|The highest selling category in MENS products in MI is Long Pants with revenue of $24,738|2023-08-30 17:55:30.308565
2316|The highest selling category in MENS products in NH is Knit Tops with revenue of $55,953|2023-08-30 17:55:30.419253
2317|The highest selling category in MENS products in NJ is Long Pants with revenue of $16,608|2023-08-30 17:55:30.511639
2318|The highest selling category in MENS products in OR is Knit Tops with revenue of $24,731|2023-08-30 17:55:30.637180
2319|The highest selling category in MENS products in PA is Long Pants with revenue of $77,338|2023-08-30 17:55:30.726050
2320|The highest selling category in MENS products in TN is Long Denim with revenue of $18,284|2023-08-30 17:55:30.821547
2321|The highest selling category in MENS products in TX is Knit Tops with revenue of $99,849|2023-08-30 17:55:30.916576
2322|The highest selling category in MENS products in WA is Long Pants with revenue of $57,223|2023-08-30 17:55:31.032155
2323|The highest selling category in MENS products in WV is Long Pants with revenue of $19,025|2023-08-30 17:55:31.141571
2324|The highest selling category in MENS products in WY is Sportswear-Fleece with revenue of $10,141|2023-08-30 17:55:31.235674
2325|The highest selling category in WOMENS products in AL is Knit Tops with revenue of $79,144|2023-08-30 17:55:31.345242
2326|The highest selling category in WOMENS products in AZ is Knit Tops with revenue of $26,543|2023-08-30 17:55:31.440710
2327|The highest selling category in WOMENS products in CA is Dresses with revenue of $73,854|2023-08-30 17:55:31.562462
2328|The highest selling category in WOMENS products in CT is Knit Tops with revenue of $39,143|2023-08-30 17:55:31.661415
2329|The highest selling category in WOMENS products in GA is Outerwear with revenue of $32,932|2023-08-30 17:55:31.739783
2330|The highest selling category in WOMENS products in IL is Knit Tops with revenue of $117,605|2023-08-30 17:55:31.847172
2331|The highest selling category in WOMENS products in IN is Knit Tops with revenue of $33,263|2023-08-30 17:55:31.941643
2332|The highest selling category in WOMENS products in LA is Knit Tops with revenue of $80,594|2023-08-30 17:55:32.052359
2333|The highest selling category in WOMENS products in MI is Knit Tops with revenue of $62,665|2023-08-30 17:55:32.144929
2334|The highest selling category in WOMENS products in NH is Dresses with revenue of $50,150|2023-08-30 17:55:32.239049
2335|The highest selling category in WOMENS products in NJ is Dresses with revenue of $89,228|2023-08-30 17:55:32.349185
2336|The highest selling category in WOMENS products in OR is Knit Tops with revenue of $73,645|2023-08-30 17:55:32.444578
2337|The highest selling category in WOMENS products in PA is Knit Tops with revenue of $201,455|2023-08-30 17:55:32.539188
2338|The highest selling category in WOMENS products in TN is Knit Tops with revenue of $37,842|2023-08-30 17:55:32.725151
2339|The highest selling category in WOMENS products in TX is Dresses with revenue of $219,857|2023-08-30 17:55:32.836101
2340|The highest selling category in WOMENS products in WA is Knit Tops with revenue of $132,921|2023-08-30 17:55:32.931384
2341|The highest selling category in WOMENS products in WV is Knit Tops with revenue of $35,729|2023-08-30 17:55:33.027588
2342|The highest selling category in WOMENS products in WY is Knit Tops with revenue of $33,929|2023-08-30 17:55:33.124974
2343|The highest selling category in JUNIORS products in AL is Long Denim with revenue of $32,508|2023-08-30 17:55:33.225317
2344|The highest selling category in JUNIORS products in AZ is Long Denim with revenue of $14,742|2023-08-30 17:55:33.312385
2345|The highest selling category in JUNIORS products in CA is Long Denim with revenue of $12,341|2023-08-30 17:55:33.424350
2346|The highest selling category in JUNIORS products in CT is Long Denim with revenue of $11,215|2023-08-30 17:55:33.519795
2347|The highest selling category in JUNIORS products in GA is Dresses with revenue of $9,658|2023-08-30 17:55:33.613889
2348|The highest selling category in JUNIORS products in IL is Woven Tops with revenue of $11,561|2023-08-30 17:55:33.710379
2349|The highest selling category in JUNIORS products in IN is Woven Tops with revenue of $8,814|2023-08-30 17:55:33.805491
2350|The highest selling category in JUNIORS products in LA is Long Denim with revenue of $11,931|2023-08-30 17:55:33.900728
2351|The highest selling category in JUNIORS products in MI is Long Denim with revenue of $23,572|2023-08-30 17:55:34.010368
2352|The highest selling category in JUNIORS products in NH is Sweaters with revenue of $17,540|2023-08-30 17:55:34.104935
2353|The highest selling category in JUNIORS products in NJ is Long Denim with revenue of $8,825|2023-08-30 17:55:34.212625
2354|The highest selling category in JUNIORS products in OR is Woven Tops with revenue of $12,604|2023-08-30 17:55:34.307030
2355|The highest selling category in JUNIORS products in PA is Long Denim with revenue of $32,496|2023-08-30 17:55:34.417458
2356|The highest selling category in JUNIORS products in TN is Long Denim with revenue of $15,268|2023-08-30 17:55:34.511766
2357|The highest selling category in JUNIORS products in TX is Dresses with revenue of $60,234|2023-08-30 17:55:34.605908
2358|The highest selling category in JUNIORS products in WA is Dresses with revenue of $34,165|2023-08-30 17:55:34.699901
2359|The highest selling category in JUNIORS products in WV is Woven Tops with revenue of $5,102|2023-08-30 17:55:34.810756
2360|The highest selling category in JUNIORS products in WY is Woven Tops with revenue of $3,836|2023-08-30 17:55:34.906967
2361|The highest selling category in CHILDRENS products in AL is Layette with revenue of $29,074|2023-08-30 17:55:35.017095
2362|The highest selling category in CHILDRENS products in AZ is Sportswear Sets with revenue of $12,655|2023-08-30 17:55:35.112218
2363|The highest selling category in CHILDRENS products in CA is Knit Tops with revenue of $17,100|2023-08-30 17:55:35.207281
2364|The highest selling category in CHILDRENS products in CT is Layette with revenue of $10,720|2023-08-30 17:55:35.309945
2365|The highest selling category in CHILDRENS products in GA is Dresses with revenue of $8,836|2023-08-30 17:55:35.420504
2366|The highest selling category in CHILDRENS products in IL is Knit Tops with revenue of $19,131|2023-08-30 17:55:35.515416
2367|The highest selling category in CHILDRENS products in IN is Layette with revenue of $7,552|2023-08-30 17:55:35.609899
2368|The highest selling category in CHILDRENS products in LA is Layette with revenue of $10,691|2023-08-30 17:55:35.720425
2369|The highest selling category in CHILDRENS products in MI is Layette with revenue of $14,091|2023-08-30 17:55:35.813118
2370|The highest selling category in CHILDRENS products in NH is Knit Tops with revenue of $28,448|2023-08-30 17:55:35.908423
2371|The highest selling category in CHILDRENS products in NJ is Knit Tops with revenue of $9,448|2023-08-30 17:55:36.146340
2372|The highest selling category in CHILDRENS products in OR is Knit Tops with revenue of $13,276|2023-08-30 17:55:36.246334
2373|The highest selling category in CHILDRENS products in PA is Knit Tops with revenue of $35,751|2023-08-30 17:55:36.393056
2374|The highest selling category in CHILDRENS products in TN is Knit Tops with revenue of $15,212|2023-08-30 17:55:36.488410
2375|The highest selling category in CHILDRENS products in TX is Sportswear Sets with revenue of $65,036|2023-08-30 17:55:36.582828
2376|The highest selling category in CHILDRENS products in WA is Outerwear with revenue of $28,375|2023-08-30 17:55:36.708577
2377|The highest selling category in CHILDRENS products in WV is Knit Tops with revenue of $7,830|2023-08-30 17:55:36.946928
2378|The highest selling category in CHILDRENS products in WY is Knit Tops with revenue of $8,302|2023-08-30 17:55:37.047225
2379|The highest selling category in COSMETICS products in AL is Makeup with revenue of $118,540|2023-08-30 17:55:37.138188
2380|The highest selling category in COSMETICS products in AZ is Makeup with revenue of $52,892|2023-08-30 17:55:37.232726
2381|The highest selling category in COSMETICS products in CA is Fragrance with revenue of $196,840|2023-08-30 17:55:37.347948
2382|The highest selling category in COSMETICS products in CT is Makeup with revenue of $47,144|2023-08-30 17:55:37.459310
2383|The highest selling category in COSMETICS products in GA is Treatment with revenue of $71,883|2023-08-30 17:55:37.553895
2384|The highest selling category in COSMETICS products in IL is Treatment with revenue of $150,520|2023-08-30 17:55:37.663583
2385|The highest selling category in COSMETICS products in IN is Fragrance with revenue of $74,055|2023-08-30 17:55:37.757907
2386|The highest selling category in COSMETICS products in LA is Makeup with revenue of $81,359|2023-08-30 17:55:37.868832
2387|The highest selling category in COSMETICS products in MI is Treatment with revenue of $106,585|2023-08-30 17:55:37.979360
2388|The highest selling category in COSMETICS products in NH is Fragrance with revenue of $92,552|2023-08-30 17:55:38.075739
2389|The highest selling category in COSMETICS products in NJ is Makeup with revenue of $44,586|2023-08-30 17:55:38.245292
2390|The highest selling category in COSMETICS products in OR is Fragrance with revenue of $125,182|2023-08-30 17:55:38.332289
2391|The highest selling category in COSMETICS products in PA is Makeup with revenue of $218,333|2023-08-30 17:55:38.430269
2392|The highest selling category in COSMETICS products in TN is Fragrance with revenue of $33,593|2023-08-30 17:55:38.524909
2393|The highest selling category in COSMETICS products in TX is Fragrance with revenue of $219,215|2023-08-30 17:55:38.618841
2394|The highest selling category in COSMETICS products in WA is Treatment with revenue of $168,896|2023-08-30 17:55:38.728658
2395|The highest selling category in COSMETICS products in WV is Treatment with revenue of $42,384|2023-08-30 17:55:38.838200
2396|The highest selling category in COSMETICS products in WY is Fragrance with revenue of $59,972|2023-08-30 17:55:38.929327
2397|The highest selling category in ACCESSORIES products in AL is Handbags with revenue of $80,384|2023-08-30 17:55:39.012074
2398|The highest selling category in ACCESSORIES products in AZ is Handbags with revenue of $36,259|2023-08-30 17:55:39.112754
2399|The highest selling category in ACCESSORIES products in CA is Handbags with revenue of $91,478|2023-08-30 17:55:39.207692
2400|The highest selling category in ACCESSORIES products in CT is Handbags with revenue of $46,264|2023-08-30 17:55:39.301142
2401|The highest selling category in ACCESSORIES products in GA is Handbags with revenue of $59,616|2023-08-30 17:55:39.395766
2402|The highest selling category in ACCESSORIES products in IL is Handbags with revenue of $100,299|2023-08-30 17:55:39.496554
2403|The highest selling category in ACCESSORIES products in IN is Handbags with revenue of $18,508|2023-08-30 17:55:39.592934
2404|The highest selling category in ACCESSORIES products in LA is Handbags with revenue of $54,276|2023-08-30 17:55:39.786083
2405|The highest selling category in ACCESSORIES products in MI is Handbags with revenue of $77,804|2023-08-30 17:55:39.880510
2406|The highest selling category in ACCESSORIES products in NH is Handbags with revenue of $72,327|2023-08-30 17:55:39.990854
2407|The highest selling category in ACCESSORIES products in NJ is Handbags with revenue of $26,608|2023-08-30 17:55:40.093419
2408|The highest selling category in ACCESSORIES products in OR is Handbags with revenue of $91,310|2023-08-30 17:55:40.177696
2409|The highest selling category in ACCESSORIES products in PA is Handbags with revenue of $168,872|2023-08-30 17:55:40.319235
2410|The highest selling category in ACCESSORIES products in TN is Handbags with revenue of $30,084|2023-08-30 17:55:40.444742
2411|The highest selling category in ACCESSORIES products in TX is Handbags with revenue of $145,785|2023-08-30 17:55:40.543876
2412|The highest selling category in ACCESSORIES products in WA is Handbags with revenue of $167,772|2023-08-30 17:55:40.657838
2413|The highest selling category in ACCESSORIES products in WV is Handbags with revenue of $42,540|2023-08-30 17:55:40.767087
2414|The highest selling category in ACCESSORIES products in WY is Handbags with revenue of $34,844|2023-08-30 17:55:40.879075
2415|The highest selling category in SHOES products in AL is Casual Shoes with revenue of $109,111|2023-08-30 17:55:40.978952
2416|The highest selling category in SHOES products in AZ is Boots with revenue of $56,630|2023-08-30 17:55:41.080006
2417|The highest selling category in SHOES products in CA is Casual Shoes with revenue of $82,744|2023-08-30 17:55:41.175650
2418|The highest selling category in SHOES products in CT is Casual Shoes with revenue of $52,304|2023-08-30 17:55:41.270641
2419|The highest selling category in SHOES products in GA is Casual Shoes with revenue of $39,935|2023-08-30 17:55:41.380380
2420|The highest selling category in SHOES products in IL is Casual Shoes with revenue of $85,309|2023-08-30 17:55:41.474903
2421|The highest selling category in SHOES products in IN is Casual Shoes with revenue of $30,143|2023-08-30 17:55:41.585229
2422|The highest selling category in SHOES products in LA is Casual Shoes with revenue of $99,959|2023-08-30 17:55:41.693325
2423|The highest selling category in SHOES products in MI is Casual Shoes with revenue of $92,035|2023-08-30 17:55:41.788399
2424|The highest selling category in SHOES products in NH is Boots with revenue of $52,968|2023-08-30 17:55:41.899716
2425|The highest selling category in SHOES products in NJ is Casual Shoes with revenue of $38,900|2023-08-30 17:55:41.994160
2426|The highest selling category in SHOES products in OR is Casual Shoes with revenue of $81,472|2023-08-30 17:55:42.104277
2427|The highest selling category in SHOES products in PA is Casual Shoes with revenue of $262,054|2023-08-30 17:55:42.210741
2428|The highest selling category in SHOES products in TN is Casual Shoes with revenue of $44,575|2023-08-30 17:55:42.320841
2429|The highest selling category in SHOES products in TX is Boots with revenue of $235,165|2023-08-30 17:55:42.416844
2430|The highest selling category in SHOES products in WA is Boots with revenue of $229,992|2023-08-30 17:55:42.512060
2431|The highest selling category in SHOES products in WV is Boots with revenue of $65,023|2023-08-30 17:55:42.622188
2432|The highest selling category in SHOES products in WY is Casual Shoes with revenue of $23,834|2023-08-30 17:55:42.712486
2433|The highest selling category in HOME products in AL is Kitchen Electrics with revenue of $34,947|2023-08-30 17:55:42.822597
2434|The highest selling category in HOME products in AZ is Luggage with revenue of $9,644|2023-08-30 17:55:42.919546
2435|The highest selling category in HOME products in CA is Luggage with revenue of $14,297|2023-08-30 17:55:43.035250
2436|The highest selling category in HOME products in CT is Kitchen Electrics with revenue of $9,651|2023-08-30 17:55:43.130742
2437|The highest selling category in HOME products in GA is Luggage with revenue of $8,511|2023-08-30 17:55:43.230107
2438|The highest selling category in HOME products in IL is Luggage with revenue of $27,216|2023-08-30 17:55:43.530385
2439|The highest selling category in HOME products in IN is Kitchen Electrics with revenue of $9,584|2023-08-30 17:55:43.625126
2440|The highest selling category in HOME products in LA is Kitchen Electrics with revenue of $15,913|2023-08-30 17:55:43.732226
2441|The highest selling category in HOME products in MI is Kitchen Electrics with revenue of $19,341|2023-08-30 17:55:43.825879
2442|The highest selling category in HOME products in NH is Luggage with revenue of $18,737|2023-08-30 17:55:43.911592
2443|The highest selling category in HOME products in NJ is Tabletop with revenue of $35,555|2023-08-30 17:55:44.008520
2444|The highest selling category in HOME products in OR is Luggage with revenue of $14,545|2023-08-30 17:55:44.112446
2445|The highest selling category in HOME products in PA is Kitchen Electrics with revenue of $49,124|2023-08-30 17:55:44.206860
2446|The highest selling category in HOME products in TN is Kitchen Electrics with revenue of $10,015|2023-08-30 17:55:44.296921
2447|The highest selling category in HOME products in TX is Kitchen Electrics with revenue of $108,471|2023-08-30 17:55:44.391566
2448|The highest selling category in HOME products in WA is Luggage with revenue of $33,767|2023-08-30 17:55:44.486586
2449|The highest selling category in HOME products in WV is Luggage with revenue of $6,354|2023-08-30 17:55:44.580565
2450|The highest selling category in HOME products in WY is Kitchen Electrics with revenue of $7,851|2023-08-30 17:55:44.706059
2451|The lowest selling category in OTHER products in AL is Jackets/Blazers with revenue of $0|2023-08-30 17:55:44.810493
2452|The lowest selling category in OTHER products in AZ is Long Denim with revenue of $0|2023-08-30 17:55:44.908419
2453|The lowest selling category in OTHER products in CA is Dress Shirts with revenue of $0|2023-08-30 17:55:45.003650
2454|The lowest selling category in OTHER products in CT is Length Pants with revenue of $0|2023-08-30 17:55:45.087731
2455|The lowest selling category in OTHER products in GA is Long Denim with revenue of $0|2023-08-30 17:55:45.181877
